tahun,provinsi,kabupaten,kecamatan,kelurahan ,kewarganegaraan,jenis_kelamin,jumlah
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,WNI,Laki-laki,3426
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,WNI,Laki-laki,3546
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,WNI,Laki-laki,1241
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,WNI,Laki-laki,1204
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,WNI,Laki-laki,2797
2017,DKI Jakarta,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,WNI,Laki-laki,1688
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,WNI,Laki-laki,1645
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,WNI,Laki-laki,9802
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,WNI,Laki-laki,11224
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,WNI,Laki-laki,9333
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,WNI,Laki-laki,6642
2017,DKI Jakarta,JAKARTA PUSAT,GAMBIR,DURI PULO,WNI,Laki-laki,12961
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,WNI,Laki-laki,7977
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,WNI,Laki-laki,17071
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,WNI,Laki-laki,14284
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,WNI,Laki-laki,10264
2017,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,WNI,Laki-laki,18761
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,WNI,Laki-laki,13274
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,WNI,Laki-laki,17961
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,WNI,Laki-laki,14502
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,WNI,Laki-laki,18765
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,WNI,Laki-laki,12387
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,WNI,Laki-laki,20721
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,WNI,Laki-laki,14239
2017,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,WNI,Laki-laki,18866
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,WNI,Laki-laki,4532
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,WNI,Laki-laki,5859
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,WNI,Laki-laki,14851
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,WNI,Laki-laki,18914
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,WNI,Laki-laki,9574
2017,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,WNI,Laki-laki,11794
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,WNI,Laki-laki,14727
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,WNI,Laki-laki,21745
2017,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,WNI,Laki-laki,13292
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,WNI,Laki-laki,15878
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,WNI,Laki-laki,14648
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,WNI,Laki-laki,5156
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,WNI,Laki-laki,2395
2017,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,WNI,Laki-laki,8238
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,WNI,Laki-laki,2036
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,WNI,Laki-laki,13441
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,WNI,Laki-laki,12072
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,WNI,Laki-laki,21814
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,WNI,Laki-laki,21278
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,WNI,Laki-laki,13732
2017,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,WNI,Laki-laki,7557
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,WNI,Laki-laki,22718
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,WNI,Laki-laki,13954
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,WNI,Laki-laki,11982
2017,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,WNI,Laki-laki,24303
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,WNI,Laki-laki,54723
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,WNI,Laki-laki,6934
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,WNI,Laki-laki,19783
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,WNI,Laki-laki,44490
2017,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,WNI,Laki-laki,25761
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,WNI,Laki-laki,21205
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,WNI,Laki-laki,36855
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,WNI,Laki-laki,23607
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,WNI,Laki-laki,18326
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,WNI,Laki-laki,30839
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,WNI,Laki-laki,41528
2017,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,WNI,Laki-laki,26970
2017,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,WNI,Laki-laki,17847
2017,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,WNI,Laki-laki,41016
2017,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,WNI,Laki-laki,35472
2017,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,WNI,Laki-laki,20793
2017,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,WNI,Laki-laki,23103
2017,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,WNI,Laki-laki,25167
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,WNI,Laki-laki,26810
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,WNI,Laki-laki,32534
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,WNI,Laki-laki,16156
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,KALI BARU,WNI,Laki-laki,43144
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,WNI,Laki-laki,21221
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,WNI,Laki-laki,23020
2017,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,WNI,Laki-laki,40938
2017,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,WNI,Laki-laki,21280
2017,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,WNI,Laki-laki,46279
2017,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,WNI,Laki-laki,15032
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,WNI,Laki-laki,19143
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,WNI,Laki-laki,27794
2017,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,WNI,Laki-laki,20002
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,WNI,Laki-laki,37729
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,WNI,Laki-laki,43464
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,WNI,Laki-laki,36093
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,WNI,Laki-laki,19090
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,WNI,Laki-laki,78888
2017,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,WNI,Laki-laki,45874
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,WNI,Laki-laki,9887
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,WNI,Laki-laki,9491
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,WNI,Laki-laki,16961
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,WNI,Laki-laki,17074
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,WNI,Laki-laki,13969
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,WNI,Laki-laki,22016
2017,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,WNI,Laki-laki,23047
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,WNI,Laki-laki,8405
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,WNI,Laki-laki,11475
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,WNI,Laki-laki,9715
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,WNI,Laki-laki,7489
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,WNI,Laki-laki,4349
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,WNI,Laki-laki,10574
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,WNI,Laki-laki,4244
2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,WNI,Laki-laki,6457
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,WNI,Laki-laki,6189
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,WNI,Laki-laki,14781
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,WNI,Laki-laki,11941
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,WNI,Laki-laki,15373
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KERENDANG,WNI,Laki-laki,12266
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,WNI,Laki-laki,18321
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,WNI,Laki-laki,17837
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,WNI,Laki-laki,12742
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,WNI,Laki-laki,13563
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,WNI,Laki-laki,1966
2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,WNI,Laki-laki,8574
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,WNI,Laki-laki,29647
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,WNI,Laki-laki,22034
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,WNI,Laki-laki,21560
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,WNI,Laki-laki,13439
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,WNI,Laki-laki,33698
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,WNI,Laki-laki,25859
2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,WNI,Laki-laki,18233
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,WNI,Laki-laki,40823
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,WNI,Laki-laki,40997
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,WNI,Laki-laki,47380
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,WNI,Laki-laki,29770
2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,WNI,Laki-laki,40550
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,WNI,Laki-laki,36205
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,SLIPI,WNI,Laki-laki,9888
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,WNI,Laki-laki,14952
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,JATI PULO,WNI,Laki-laki,16951
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,KEMANGGISAN,WNI,Laki-laki,18613
2017,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,WNI,Laki-laki,12764
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,WNI,Laki-laki,30870
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,WNI,Laki-laki,24647
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,WNI,Laki-laki,17732
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,WNI,Laki-laki,25306
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,WNI,Laki-laki,22825
2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,WNI,Laki-laki,14919
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,WNI,Laki-laki,10179
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,WNI,Laki-laki,12053
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,WNI,Laki-laki,21592
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,WNI,Laki-laki,21047
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,WNI,Laki-laki,20910
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,WNI,Laki-laki,13663
2017,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,WNI,Laki-laki,17227
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,WNI,Laki-laki,1758
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,WNI,Laki-laki,1532
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,WNI,Laki-laki,9409
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,WNI,Laki-laki,5867
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,WNI,Laki-laki,16215
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,WNI,Laki-laki,16051
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,WNI,Laki-laki,2252
2017,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,WNI,Laki-laki,3605
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,WNI,Laki-laki,11088
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,WNI,Laki-laki,12768
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,WNI,Laki-laki,25949
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,WNI,Laki-laki,19588
2017,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,WNI,Laki-laki,7903
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,WNI,Laki-laki,14352
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,WNI,Laki-laki,21550
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,WNI,Laki-laki,14892
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,WNI,Laki-laki,22963
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,WNI,Laki-laki,33775
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,WNI,Laki-laki,21476
2017,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,WNI,Laki-laki,25375
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,WNI,Laki-laki,25220
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,WNI,Laki-laki,31771
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,WNI,Laki-laki,22972
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,WNI,Laki-laki,25202
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,WNI,Laki-laki,25788
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,WNI,Laki-laki,23822
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,WNI,Laki-laki,29422
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,WNI,Laki-laki,20765
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,WNI,Laki-laki,25593
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,WNI,Laki-laki,12604
2017,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,WNI,Laki-laki,15626
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,WNI,Laki-laki,1539
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,WNI,Laki-laki,5330
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,WNI,Laki-laki,8502
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,WNI,Laki-laki,1681
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,WNI,Laki-laki,3183
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,WNI,Laki-laki,1720
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,WNI,Laki-laki,3223
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,WNI,Laki-laki,6960
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,WNI,Laki-laki,22807
2017,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,WNI,Laki-laki,19904
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,WNI,Laki-laki,11298
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,WNI,Laki-laki,24338
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,WNI,Laki-laki,11074
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,WNI,Laki-laki,16502
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,WNI,Laki-laki,11963
2017,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,WNI,Laki-laki,6379
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,WNI,Laki-laki,34539
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,WNI,Laki-laki,32563
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,WNI,Laki-laki,20876
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,WNI,Laki-laki,30613
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,WNI,Laki-laki,22519
2017,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,WNI,Laki-laki,20550
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,WNI,Laki-laki,15833
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,WNI,Laki-laki,29724
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,WNI,Laki-laki,30458
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,WNI,Laki-laki,20822
2017,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,WNI,Laki-laki,23698
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,WNI,Laki-laki,18656
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,WNI,Laki-laki,16833
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,WNI,Laki-laki,14924
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,WNI,Laki-laki,11778
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,WNI,Laki-laki,9837
2017,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,WNI,Laki-laki,19427
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,WNI,Laki-laki,20119
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,WNI,Laki-laki,24234
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,WNI,Laki-laki,23282
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,WNI,Laki-laki,14423
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,WNI,Laki-laki,21850
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,WNI,Laki-laki,23429
2017,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,WNI,Laki-laki,18808
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,WNI,Laki-laki,15796
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,WNI,Laki-laki,21695
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,WNI,Laki-laki,5669
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,WNI,Laki-laki,12822
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,WNI,Laki-laki,18885
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,WNI,Laki-laki,32403
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,WNI,Laki-laki,20582
2017,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,WNI,Laki-laki,29295
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,WNI,Laki-laki,20162
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,WNI,Laki-laki,25589
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,DUKUH,WNI,Laki-laki,14231
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,WNI,Laki-laki,27017
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,WNI,Laki-laki,16302
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,WNI,Laki-laki,23648
2017,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CAWANG,WNI,Laki-laki,19722
2017,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,WNI,Laki-laki,20544
2017,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,WNI,Laki-laki,14001
2017,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,WNI,Laki-laki,23423
2017,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,WNI,Laki-laki,24198
2017,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,WNI,Laki-laki,24739
2017,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,WNI,Laki-laki,49933
2017,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,WNI,Laki-laki,15646
2017,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,WNI,Laki-laki,55899
2017,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,WNI,Laki-laki,33759
2017,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,WNI,Laki-laki,53562
2017,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,WNI,Laki-laki,16885
2017,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,WNI,Laki-laki,34151
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,WNI,Laki-laki,34418
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,WNI,Laki-laki,35211
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,WNI,Laki-laki,41172
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,WNI,Laki-laki,39510
2017,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,WNI,Laki-laki,16013
